,ActivityDate,Start Date,End Date,Id,Duration Months,ActivityDateDifYear,completed,Avg Completed Duration
0,2016-02-01,2014-02-14,2020-01-01,1,70,1.96307932401076,0.0,
0,2016-03-01,2014-02-14,2020-01-01,1,70,2.0424786272134265,0.0,
0,2016-04-01,2014-02-14,2020-01-01,1,70,2.1273537444300703,0.0,
0,2016-05-01,2014-02-14,2020-01-01,1,70,2.2094909546397257,0.0,
0,2016-06-01,2014-02-14,2020-01-01,1,70,2.2943660718563694,0.0,
0,2016-07-01,2014-02-14,2020-01-01,1,70,2.376503282066025,0.0,
0,2016-08-01,2014-02-14,2020-01-01,1,70,2.4613783992826685,0.0,
0,2016-09-01,2014-02-14,2020-01-01,1,70,2.5462535164993123,0.0,
0,2016-10-01,2014-02-14,2020-01-01,1,70,2.6283907267089672,0.0,
0,2016-11-01,2014-02-14,2020-01-01,1,70,2.713265843925611,0.0,
0,2016-12-01,2014-02-14,2020-01-01,1,70,2.7954030541352664,0.0,
0,2017-01-01,2014-02-14,2020-01-01,1,70,2.88027817135191,0.0,
0,2017-02-01,2014-02-14,2020-01-01,1,70,2.965153288568554,0.0,
0,2017-03-01,2014-02-14,2020-01-01,1,70,3.041814684764232,0.0,
0,2017-04-01,2014-02-14,2020-01-01,1,70,3.1266898019808758,0.0,
0,2017-05-01,2014-02-14,2020-01-01,1,70,3.208827012190531,0.0,
0,2017-06-01,2014-02-14,2020-01-01,1,70,3.293702129407175,0.0,
0,2017-07-01,2014-02-14,2020-01-01,1,70,3.37583933961683,0.0,
0,2017-08-01,2014-02-14,2020-01-01,1,70,3.4607144568334736,0.0,
0,2017-09-01,2014-02-14,2020-01-01,1,70,3.5455895740501173,0.0,
0,2017-10-01,2014-02-14,2020-01-01,1,70,3.6277267842597727,0.0,
0,2017-11-01,2014-02-14,2020-01-01,1,70,3.7126019014764164,0.0,
0,2017-12-01,2014-02-14,2020-01-01,1,70,3.7947391116860714,0.0,
0,2018-01-01,2014-02-14,2020-01-01,1,70,3.879614228902715,0.0,
0,2018-02-01,2014-02-14,2020-01-01,1,70,3.964489346119359,0.0,
0,2018-03-01,2014-02-14,2020-01-01,1,70,4.041150742315037,0.0,
0,2018-04-01,2014-02-14,2020-01-01,1,70,4.126025859531681,0.0,
0,2018-05-01,2014-02-14,2020-01-01,1,70,4.208163069741336,0.0,
0,2018-06-01,2014-02-14,2020-01-01,1,70,4.29303818695798,0.0,
0,2018-07-01,2014-02-14,2020-01-01,1,70,4.375175397167635,0.0,
0,2018-08-01,2014-02-14,2020-01-01,1,70,4.460050514384279,0.0,
0,2018-09-01,2014-02-14,2020-01-01,1,70,4.544925631600923,0.0,
0,2018-10-01,2014-02-14,2020-01-01,1,70,4.627062841810578,0.0,
0,2018-11-01,2014-02-14,2020-01-01,1,70,4.711937959027222,0.0,
0,2018-12-01,2014-02-14,2020-01-01,1,70,4.794075169236877,0.0,
0,2019-01-01,2014-02-14,2020-01-01,1,70,4.878950286453521,0.0,
0,2019-02-01,2014-02-14,2020-01-01,1,70,4.963825403670165,0.0,
0,2019-03-01,2014-02-14,2020-01-01,1,70,5.0404867998658425,0.0,
0,2019-04-01,2014-02-14,2020-01-01,1,70,5.125361917082486,0.0,
0,2019-05-01,2014-02-14,2020-01-01,1,70,5.207499127292142,0.0,
0,2019-06-01,2014-02-14,2020-01-01,1,70,5.292374244508785,0.0,
0,2019-07-01,2014-02-14,2020-01-01,1,70,5.374511454718441,0.0,
0,2019-08-01,2014-02-14,2020-01-01,1,70,5.4593865719350845,0.0,
0,2019-09-01,2014-02-14,2020-01-01,1,70,5.544261689151728,0.0,
0,2019-10-01,2014-02-14,2020-01-01,1,70,5.626398899361384,0.0,
0,2019-11-01,2014-02-14,2020-01-01,1,70,5.711274016578027,0.0,
0,2019-12-01,2014-02-14,2020-01-01,1,70,5.793411226787682,0.0,
0,2020-01-01,2014-02-14,2020-01-01,1,70,5.878286344004326,70.53943612805192,5.878283333333333
1,2014-07-01,2014-07-01,2016-08-01,1,25,0.0,0.0,5.878283333333333
1,2014-08-01,2014-07-01,2016-08-01,1,25,0.08487511721664373,0.0,5.878283333333333
1,2014-09-01,2014-07-01,2016-08-01,1,25,0.16975023443328746,0.0,5.878283333333333
1,2014-10-01,2014-07-01,2016-08-01,1,25,0.2518874446429427,0.0,5.878283333333333
1,2014-11-01,2014-07-01,2016-08-01,1,25,0.3367625618595864,0.0,5.878283333333333
1,2014-12-01,2014-07-01,2016-08-01,1,25,0.41889977206924167,0.0,5.878283333333333
1,2015-01-01,2014-07-01,2016-08-01,1,25,0.5037748892858854,0.0,5.878283333333333
1,2015-02-01,2014-07-01,2016-08-01,1,25,0.5886500065025292,0.0,5.878283333333333
1,2015-03-01,2014-07-01,2016-08-01,1,25,0.6653114026982073,0.0,5.878283333333333
1,2015-04-01,2014-07-01,2016-08-01,1,25,0.7501865199148511,0.0,5.878283333333333
1,2015-05-01,2014-07-01,2016-08-01,1,25,0.8323237301245063,0.0,5.878283333333333
1,2015-06-01,2014-07-01,2016-08-01,1,25,0.9171988473411501,0.0,5.878283333333333
1,2015-07-01,2014-07-01,2016-08-01,1,25,0.9993360575508052,0.0,5.878283333333333
1,2015-08-01,2014-07-01,2016-08-01,1,25,1.084211174767449,0.0,5.878283333333333
1,2015-09-01,2014-07-01,2016-08-01,1,25,1.1690862919840928,0.0,5.878283333333333
1,2015-10-01,2014-07-01,2016-08-01,1,25,1.251223502193748,0.0,5.878283333333333
1,2015-11-01,2014-07-01,2016-08-01,1,25,1.3360986194103917,0.0,5.878283333333333
1,2015-12-01,2014-07-01,2016-08-01,1,25,1.418235829620047,0.0,5.878283333333333
1,2016-01-01,2014-07-01,2016-08-01,1,25,1.5031109468366908,0.0,5.878283333333333
1,2016-02-01,2014-07-01,2016-08-01,1,25,1.5879860640533345,0.0,5.878283333333333
1,2016-03-01,2014-07-01,2016-08-01,1,25,1.667385367256001,0.0,5.878283333333333
1,2016-04-01,2014-07-01,2016-08-01,1,25,1.7522604844726448,0.0,5.878283333333333
1,2016-05-01,2014-07-01,2016-08-01,1,25,1.8343976946823002,0.0,5.878283333333333
1,2016-06-01,2014-07-01,2016-08-01,1,25,1.919272811898944,0.0,5.878283333333333
1,2016-07-01,2014-07-01,2016-08-01,1,25,2.001410022108599,0.0,5.878283333333333
1,2016-08-01,2014-07-01,2016-08-01,1,25,2.0862851393252426,25.035421671902913,3.9822875
2,2015-06-01,2015-05-23,2015-12-01,1,6,0.024641163062896567,0.0,3.9822875
2,2015-07-01,2015-05-23,2015-12-01,1,6,0.1067783732725518,0.0,3.9822875
2,2015-08-01,2015-05-23,2015-12-01,1,6,0.19165349048919553,0.0,3.9822875
2,2015-09-01,2015-05-23,2015-12-01,1,6,0.27652860770583926,0.0,3.9822875
2,2015-10-01,2015-05-23,2015-12-01,1,6,0.3586658179154945,0.0,3.9822875
2,2015-11-01,2015-05-23,2015-12-01,1,6,0.4435409351321382,0.0,3.9822875
2,2015-12-01,2015-05-23,2015-12-01,1,6,0.5256781453417935,6.308137744101521,2.830083333333333
3,2016-11-01,2016-10-04,2017-01-01,1011,2,0.07666139619567822,0.0,2.830083333333333
3,2016-12-01,2016-10-04,2017-01-01,1011,2,0.15879860640533344,0.0,2.830083333333333
3,2017-01-01,2016-10-04,2017-01-01,1011,2,0.24367372362197717,2.924084683463726,2.1834812500000003
4,2014-05-01,2014-04-25,2017-11-04,794,42,0.016427442041931046,0.0,2.1834812500000003
4,2014-06-01,2014-04-25,2017-11-04,794,42,0.10130255925857479,0.0,2.1834812500000003
4,2014-07-01,2014-04-25,2017-11-04,794,42,0.18343976946823,0.0,2.1834812500000003
4,2014-08-01,2014-04-25,2017-11-04,794,42,0.26831488668487374,0.0,2.1834812500000003
4,2014-09-01,2014-04-25,2017-11-04,794,42,0.3531900039015175,0.0,2.1834812500000003
4,2014-10-01,2014-04-25,2017-11-04,794,42,0.4353272141111727,0.0,2.1834812500000003
4,2014-11-01,2014-04-25,2017-11-04,794,42,0.5202023313278165,0.0,2.1834812500000003
4,2014-12-01,2014-04-25,2017-11-04,794,42,0.6023395415374717,0.0,2.1834812500000003
4,2015-01-01,2014-04-25,2017-11-04,794,42,0.6872146587541155,0.0,2.1834812500000003
4,2015-02-01,2014-04-25,2017-11-04,794,42,0.7720897759707591,0.0,2.1834812500000003
4,2015-03-01,2014-04-25,2017-11-04,794,42,0.8487511721664374,0.0,2.1834812500000003
4,2015-04-01,2014-04-25,2017-11-04,794,42,0.9336262893830811,0.0,2.1834812500000003
4,2015-05-01,2014-04-25,2017-11-04,794,42,1.0157634995927363,0.0,2.1834812500000003
4,2015-06-01,2014-04-25,2017-11-04,794,42,1.10063861680938,0.0,2.1834812500000003
4,2015-07-01,2014-04-25,2017-11-04,794,42,1.1827758270190354,0.0,2.1834812500000003
4,2015-08-01,2014-04-25,2017-11-04,794,42,1.2676509442356791,0.0,2.1834812500000003
4,2015-09-01,2014-04-25,2017-11-04,794,42,1.3525260614523227,0.0,2.1834812500000003
4,2015-10-01,2014-04-25,2017-11-04,794,42,1.434663271661978,0.0,2.1834812500000003
4,2015-11-01,2014-04-25,2017-11-04,794,42,1.5195383888786218,0.0,2.1834812500000003
4,2015-12-01,2014-04-25,2017-11-04,794,42,1.601675599088277,0.0,2.1834812500000003
4,2016-01-01,2014-04-25,2017-11-04,794,42,1.6865507163049207,0.0,2.1834812500000003
4,2016-02-01,2014-04-25,2017-11-04,794,42,1.7714258335215645,0.0,2.1834812500000003
4,2016-03-01,2014-04-25,2017-11-04,794,42,1.8508251367242312,0.0,2.1834812500000003
4,2016-04-01,2014-04-25,2017-11-04,794,42,1.935700253940875,0.0,2.1834812500000003
4,2016-05-01,2014-04-25,2017-11-04,794,42,2.01783746415053,0.0,2.1834812500000003
4,2016-06-01,2014-04-25,2017-11-04,794,42,2.102712581367174,0.0,2.1834812500000003
4,2016-07-01,2014-04-25,2017-11-04,794,42,2.1848497915768292,0.0,2.1834812500000003
4,2016-08-01,2014-04-25,2017-11-04,794,42,2.269724908793473,0.0,2.1834812500000003
4,2016-09-01,2014-04-25,2017-11-04,794,42,2.3546000260101168,0.0,2.1834812500000003
4,2016-10-01,2014-04-25,2017-11-04,794,42,2.4367372362197717,0.0,2.1834812500000003
4,2016-11-01,2014-04-25,2017-11-04,794,42,2.5216123534364154,0.0,2.1834812500000003
4,2016-12-01,2014-04-25,2017-11-04,794,42,2.603749563646071,0.0,2.1834812500000003
4,2017-01-01,2014-04-25,2017-11-04,794,42,2.6886246808627146,0.0,2.1834812500000003
4,2017-02-01,2014-04-25,2017-11-04,794,42,2.7734997980793583,0.0,2.1834812500000003
4,2017-03-01,2014-04-25,2017-11-04,794,42,2.8501611942750364,0.0,2.1834812500000003
4,2017-04-01,2014-04-25,2017-11-04,794,42,2.93503631149168,0.0,2.1834812500000003
4,2017-05-01,2014-04-25,2017-11-04,794,42,3.0171735217013356,0.0,2.1834812500000003
4,2017-06-01,2014-04-25,2017-11-04,794,42,3.1020486389179793,0.0,2.1834812500000003
4,2017-07-01,2014-04-25,2017-11-04,794,42,3.1841858491276342,0.0,2.1834812500000003
4,2017-08-01,2014-04-25,2017-11-04,794,42,3.269060966344278,0.0,2.1834812500000003
4,2017-09-01,2014-04-25,2017-11-04,794,42,3.3539360835609218,0.0,2.1834812500000003
4,2017-10-01,2014-04-25,2017-11-04,794,42,3.436073293770577,0.0,2.1834812500000003
4,2017-11-01,2014-04-25,2017-11-04,794,42,3.520948410987221,0.0,2.1834812500000003
5,2017-02-01,2017-01-16,2018-11-19,1168,22,0.043806512111816125,0.0,2.1834812500000003
5,2017-03-01,2017-01-16,2018-11-19,1168,22,0.12046790830749433,0.0,2.1834812500000003
5,2017-04-01,2017-01-16,2018-11-19,1168,22,0.20534302552413808,0.0,2.1834812500000003
5,2017-05-01,2017-01-16,2018-11-19,1168,22,0.2874802357337933,0.0,2.1834812500000003
5,2017-06-01,2017-01-16,2018-11-19,1168,22,0.37235535295043704,0.0,2.1834812500000003
5,2017-07-01,2017-01-16,2018-11-19,1168,22,0.4544925631600923,0.0,2.1834812500000003
5,2017-08-01,2017-01-16,2018-11-19,1168,22,0.539367680376736,0.0,2.1834812500000003
5,2017-09-01,2017-01-16,2018-11-19,1168,22,0.6242427975933798,0.0,2.1834812500000003
5,2017-10-01,2017-01-16,2018-11-19,1168,22,0.706380007803035,0.0,2.1834812500000003
5,2017-11-01,2017-01-16,2018-11-19,1168,22,0.7912551250196787,0.0,2.1834812500000003
5,2017-12-01,2017-01-16,2018-11-19,1168,22,0.8733923352293339,0.0,2.1834812500000003
5,2018-01-01,2017-01-16,2018-11-19,1168,22,0.9582674524459777,0.0,2.1834812500000003
5,2018-02-01,2017-01-16,2018-11-19,1168,22,1.0431425696626213,0.0,2.1834812500000003
5,2018-03-01,2017-01-16,2018-11-19,1168,22,1.1198039658582997,0.0,2.1834812500000003
5,2018-04-01,2017-01-16,2018-11-19,1168,22,1.2046790830749434,0.0,2.1834812500000003
5,2018-05-01,2017-01-16,2018-11-19,1168,22,1.2868162932845986,0.0,2.1834812500000003
5,2018-06-01,2017-01-16,2018-11-19,1168,22,1.3716914105012423,0.0,2.1834812500000003
5,2018-07-01,2017-01-16,2018-11-19,1168,22,1.4538286207108975,0.0,2.1834812500000003
5,2018-08-01,2017-01-16,2018-11-19,1168,22,1.5387037379275412,0.0,2.1834812500000003
5,2018-09-01,2017-01-16,2018-11-19,1168,22,1.623578855144185,0.0,2.1834812500000003
5,2018-10-01,2017-01-16,2018-11-19,1168,22,1.7057160653538403,0.0,2.1834812500000003
5,2018-11-01,2017-01-16,2018-11-19,1168,22,1.7905911825704839,0.0,2.1834812500000003
6,2015-05-01,2015-04-17,2016-08-01,557,15,0.03833069809783911,0.0,2.1834812500000003
6,2015-06-01,2015-04-17,2016-08-01,557,15,0.12320581531448284,0.0,2.1834812500000003
6,2015-07-01,2015-04-17,2016-08-01,557,15,0.20534302552413808,0.0,2.1834812500000003
6,2015-08-01,2015-04-17,2016-08-01,557,15,0.29021814274078184,0.0,2.1834812500000003
6,2015-09-01,2015-04-17,2016-08-01,557,15,0.37509325995742554,0.0,2.1834812500000003
6,2015-10-01,2015-04-17,2016-08-01,557,15,0.4572304701670808,0.0,2.1834812500000003
6,2015-11-01,2015-04-17,2016-08-01,557,15,0.5421055873837245,0.0,2.1834812500000003
6,2015-12-01,2015-04-17,2016-08-01,557,15,0.6242427975933798,0.0,2.1834812500000003
6,2016-01-01,2015-04-17,2016-08-01,557,15,0.7091179148100235,0.0,2.1834812500000003
6,2016-02-01,2015-04-17,2016-08-01,557,15,0.7939930320266673,0.0,2.1834812500000003
6,2016-03-01,2015-04-17,2016-08-01,557,15,0.8733923352293339,0.0,2.1834812500000003
6,2016-04-01,2015-04-17,2016-08-01,557,15,0.9582674524459777,0.0,2.1834812500000003
6,2016-05-01,2015-04-17,2016-08-01,557,15,1.040404662655633,0.0,2.1834812500000003
6,2016-06-01,2015-04-17,2016-08-01,557,15,1.1252797798722767,0.0,2.1834812500000003
6,2016-07-01,2015-04-17,2016-08-01,557,15,1.2074169900819318,0.0,2.1834812500000003
6,2016-08-01,2015-04-17,2016-08-01,557,15,1.2922921072985756,15.507505287582907,2.005243333333333
7,2017-05-01,2017-04-19,2017-11-28,1388,7,0.03285488408386209,0.0,2.005243333333333
7,2017-06-01,2017-04-19,2017-11-28,1388,7,0.11773000130050583,0.0,2.005243333333333
7,2017-07-01,2017-04-19,2017-11-28,1388,7,0.19986721151016107,0.0,2.005243333333333
7,2017-08-01,2017-04-19,2017-11-28,1388,7,0.28474232872680477,0.0,2.005243333333333
7,2017-09-01,2017-04-19,2017-11-28,1388,7,0.36961744594344853,0.0,2.005243333333333
7,2017-10-01,2017-04-19,2017-11-28,1388,7,0.4517546561531038,0.0,2.005243333333333
7,2017-11-01,2017-04-19,2017-11-28,1388,7,0.5366297733697475,0.0,2.005243333333333
8,2019-07-01,2019-06-08,2019-12-16,275,6,0.06297186116073568,0.0,2.005243333333333
8,2019-08-01,2019-06-08,2019-12-16,275,6,0.14784697837737942,0.0,2.005243333333333
8,2019-09-01,2019-06-08,2019-12-16,275,6,0.23272209559402315,0.0,2.005243333333333
8,2019-10-01,2019-06-08,2019-12-16,275,6,0.3148593058036784,0.0,2.005243333333333
8,2019-11-01,2019-06-08,2019-12-16,275,6,0.39973442302032214,0.0,2.005243333333333
8,2019-12-01,2019-06-08,2019-12-16,275,6,0.48187163322997734,0.0,2.005243333333333
9,2015-12-01,2015-11-10,2018-01-25,1004,26,0.05749604714675866,0.0,2.005243333333333
9,2016-01-01,2015-11-10,2018-01-25,1004,26,0.14237116436340239,0.0,2.005243333333333
9,2016-02-01,2015-11-10,2018-01-25,1004,26,0.22724628158004614,0.0,2.005243333333333
9,2016-03-01,2015-11-10,2018-01-25,1004,26,0.30664558478271287,0.0,2.005243333333333
9,2016-04-01,2015-11-10,2018-01-25,1004,26,0.39152070199935657,0.0,2.005243333333333
9,2016-05-01,2015-11-10,2018-01-25,1004,26,0.4736579122090118,0.0,2.005243333333333
9,2016-06-01,2015-11-10,2018-01-25,1004,26,0.5585330294256555,0.0,2.005243333333333
9,2016-07-01,2015-11-10,2018-01-25,1004,26,0.6406702396353108,0.0,2.005243333333333
9,2016-08-01,2015-11-10,2018-01-25,1004,26,0.7255453568519545,0.0,2.005243333333333
9,2016-09-01,2015-11-10,2018-01-25,1004,26,0.8104204740685983,0.0,2.005243333333333
9,2016-10-01,2015-11-10,2018-01-25,1004,26,0.8925576842782534,0.0,2.005243333333333
9,2016-11-01,2015-11-10,2018-01-25,1004,26,0.9774328014948972,0.0,2.005243333333333
9,2016-12-01,2015-11-10,2018-01-25,1004,26,1.0595700117045526,0.0,2.005243333333333
9,2017-01-01,2015-11-10,2018-01-25,1004,26,1.144445128921196,0.0,2.005243333333333
9,2017-02-01,2015-11-10,2018-01-25,1004,26,1.2293202461378399,0.0,2.005243333333333
9,2017-03-01,2015-11-10,2018-01-25,1004,26,1.3059816423335182,0.0,2.005243333333333
9,2017-04-01,2015-11-10,2018-01-25,1004,26,1.390856759550162,0.0,2.005243333333333
9,2017-05-01,2015-11-10,2018-01-25,1004,26,1.4729939697598171,0.0,2.005243333333333
9,2017-06-01,2015-11-10,2018-01-25,1004,26,1.5578690869764609,0.0,2.005243333333333
9,2017-07-01,2015-11-10,2018-01-25,1004,26,1.640006297186116,0.0,2.005243333333333
9,2017-08-01,2015-11-10,2018-01-25,1004,26,1.7248814144027598,0.0,2.005243333333333
9,2017-09-01,2015-11-10,2018-01-25,1004,26,1.8097565316194035,0.0,2.005243333333333
9,2017-10-01,2015-11-10,2018-01-25,1004,26,1.8918937418290587,0.0,2.005243333333333
9,2017-11-01,2015-11-10,2018-01-25,1004,26,1.9767688590457024,0.0,2.005243333333333
9,2017-12-01,2015-11-10,2018-01-25,1004,26,2.058906069255358,0.0,2.005243333333333
9,2018-01-01,2015-11-10,2018-01-25,1004,26,2.1437811864720016,0.0,2.005243333333333
10,2017-03-01,2017-02-20,2019-09-07,333,30,0.024641163062896567,0.0,2.005243333333333
10,2017-04-01,2017-02-20,2019-09-07,333,30,0.1095162802795403,0.0,2.005243333333333
10,2017-05-01,2017-02-20,2019-09-07,333,30,0.19165349048919553,0.0,2.005243333333333
10,2017-06-01,2017-02-20,2019-09-07,333,30,0.27652860770583926,0.0,2.005243333333333
10,2017-07-01,2017-02-20,2019-09-07,333,30,0.3586658179154945,0.0,2.005243333333333
10,2017-08-01,2017-02-20,2019-09-07,333,30,0.4435409351321382,0.0,2.005243333333333
10,2017-09-01,2017-02-20,2019-09-07,333,30,0.528416052348782,0.0,2.005243333333333
10,2017-10-01,2017-02-20,2019-09-07,333,30,0.6105532625584372,0.0,2.005243333333333
10,2017-11-01,2017-02-20,2019-09-07,333,30,0.695428379775081,0.0,2.005243333333333
10,2017-12-01,2017-02-20,2019-09-07,333,30,0.7775655899847361,0.0,2.005243333333333
10,2018-01-01,2017-02-20,2019-09-07,333,30,0.8624407072013799,0.0,2.005243333333333
10,2018-02-01,2017-02-20,2019-09-07,333,30,0.9473158244180236,0.0,2.005243333333333
10,2018-03-01,2017-02-20,2019-09-07,333,30,1.0239772206137019,0.0,2.005243333333333
10,2018-04-01,2017-02-20,2019-09-07,333,30,1.1088523378303456,0.0,2.005243333333333
10,2018-05-01,2017-02-20,2019-09-07,333,30,1.1909895480400008,0.0,2.005243333333333
10,2018-06-01,2017-02-20,2019-09-07,333,30,1.2758646652566445,0.0,2.005243333333333
10,2018-07-01,2017-02-20,2019-09-07,333,30,1.3580018754662997,0.0,2.005243333333333
10,2018-08-01,2017-02-20,2019-09-07,333,30,1.4428769926829434,0.0,2.005243333333333
10,2018-09-01,2017-02-20,2019-09-07,333,30,1.5277521098995872,0.0,2.005243333333333
10,2018-10-01,2017-02-20,2019-09-07,333,30,1.6098893201092426,0.0,2.005243333333333
10,2018-11-01,2017-02-20,2019-09-07,333,30,1.6947644373258863,0.0,2.005243333333333
10,2018-12-01,2017-02-20,2019-09-07,333,30,1.7769016475355415,0.0,2.005243333333333
10,2019-01-01,2017-02-20,2019-09-07,333,30,1.8617767647521852,0.0,2.005243333333333
10,2019-02-01,2017-02-20,2019-09-07,333,30,1.946651881968829,0.0,2.005243333333333
10,2019-03-01,2017-02-20,2019-09-07,333,30,2.0233132781645073,0.0,2.005243333333333
10,2019-04-01,2017-02-20,2019-09-07,333,30,2.1081883953811507,0.0,2.005243333333333
10,2019-05-01,2017-02-20,2019-09-07,333,30,2.190325605590806,0.0,2.005243333333333
10,2019-06-01,2017-02-20,2019-09-07,333,30,2.27520072280745,0.0,2.005243333333333
10,2019-07-01,2017-02-20,2019-09-07,333,30,2.357337933017105,0.0,2.005243333333333
10,2019-08-01,2017-02-20,2019-09-07,333,30,2.442213050233749,0.0,2.005243333333333
10,2019-09-01,2017-02-20,2019-09-07,333,30,2.5270881674503927,0.0,2.005243333333333
11,2018-11-01,2018-10-29,2019-12-27,640,13,0.008213721020965523,0.0,2.005243333333333
11,2018-12-01,2018-10-29,2019-12-27,640,13,0.09035093123062075,0.0,2.005243333333333
11,2019-01-01,2018-10-29,2019-12-27,640,13,0.1752260484472645,0.0,2.005243333333333
11,2019-02-01,2018-10-29,2019-12-27,640,13,0.26010116566390823,0.0,2.005243333333333
11,2019-03-01,2018-10-29,2019-12-27,640,13,0.3367625618595864,0.0,2.005243333333333
11,2019-04-01,2018-10-29,2019-12-27,640,13,0.4216376790762302,0.0,2.005243333333333
11,2019-05-01,2018-10-29,2019-12-27,640,13,0.5037748892858854,0.0,2.005243333333333
11,2019-06-01,2018-10-29,2019-12-27,640,13,0.5886500065025292,0.0,2.005243333333333
11,2019-07-01,2018-10-29,2019-12-27,640,13,0.6707872167121843,0.0,2.005243333333333
11,2019-08-01,2018-10-29,2019-12-27,640,13,0.7556623339288281,0.0,2.005243333333333
11,2019-09-01,2018-10-29,2019-12-27,640,13,0.8405374511454718,0.0,2.005243333333333
11,2019-10-01,2018-10-29,2019-12-27,640,13,0.9226746613551271,0.0,2.005243333333333
11,2019-11-01,2018-10-29,2019-12-27,640,13,1.0075497785717709,0.0,2.005243333333333
11,2019-12-01,2018-10-29,2019-12-27,640,13,1.089686988781426,0.0,2.005243333333333
12,2018-05-01,2018-04-12,2019-08-11,1217,15,0.052020233132781646,0.0,2.005243333333333
12,2018-06-01,2018-04-12,2019-08-11,1217,15,0.13689535034942538,0.0,2.005243333333333
12,2018-07-01,2018-04-12,2019-08-11,1217,15,0.2190325605590806,0.0,2.005243333333333
12,2018-08-01,2018-04-12,2019-08-11,1217,15,0.30390767777572436,0.0,2.005243333333333
12,2018-09-01,2018-04-12,2019-08-11,1217,15,0.38878279499236806,0.0,2.005243333333333
12,2018-10-01,2018-04-12,2019-08-11,1217,15,0.4709200052020233,0.0,2.005243333333333
12,2018-11-01,2018-04-12,2019-08-11,1217,15,0.555795122418667,0.0,2.005243333333333
12,2018-12-01,2018-04-12,2019-08-11,1217,15,0.6379323326283223,0.0,2.005243333333333
12,2019-01-01,2018-04-12,2019-08-11,1217,15,0.722807449844966,0.0,2.005243333333333
12,2019-02-01,2018-04-12,2019-08-11,1217,15,0.8076825670616098,0.0,2.005243333333333
12,2019-03-01,2018-04-12,2019-08-11,1217,15,0.8843439632572879,0.0,2.005243333333333
12,2019-04-01,2018-04-12,2019-08-11,1217,15,0.9692190804739317,0.0,2.005243333333333
12,2019-05-01,2018-04-12,2019-08-11,1217,15,1.051356290683587,0.0,2.005243333333333
12,2019-06-01,2018-04-12,2019-08-11,1217,15,1.1362314079002307,0.0,2.005243333333333
12,2019-07-01,2018-04-12,2019-08-11,1217,15,1.2183686181098858,0.0,2.005243333333333
12,2019-08-01,2018-04-12,2019-08-11,1217,15,1.3032437353265296,0.0,2.005243333333333
13,2014-04-01,2014-03-04,2015-09-27,195,18,0.07666139619567822,0.0,2.005243333333333
13,2014-05-01,2014-03-04,2015-09-27,195,18,0.15879860640533344,0.0,2.005243333333333
13,2014-06-01,2014-03-04,2015-09-27,195,18,0.24367372362197717,0.0,2.005243333333333
13,2014-07-01,2014-03-04,2015-09-27,195,18,0.3258109338316324,0.0,2.005243333333333
13,2014-08-01,2014-03-04,2015-09-27,195,18,0.41068605104827616,0.0,2.005243333333333
13,2014-09-01,2014-03-04,2015-09-27,195,18,0.49556116826491986,0.0,2.005243333333333
13,2014-10-01,2014-03-04,2015-09-27,195,18,0.5776983784745751,0.0,2.005243333333333
13,2014-11-01,2014-03-04,2015-09-27,195,18,0.6625734956912188,0.0,2.005243333333333
13,2014-12-01,2014-03-04,2015-09-27,195,18,0.7447107059008741,0.0,2.005243333333333
13,2015-01-01,2014-03-04,2015-09-27,195,18,0.8295858231175178,0.0,2.005243333333333
